lemma:	##
Šlechtův_;S_/(*2a)	37
Sieglův_;S_/(*2)	37
Šafaříkův_;S_/(*2)	37
Curieův_;S	37
Fišerův_;S_/(*2a)	37
Guggenheimův_;S_/(*2)	37
vrahův	37
Vaňkův_;S_/(*4něk)	37
Samprasův_;S_/(*2)	37
Berliozův_;S_/(*2)	37
Moorův_;S_/(*2)	37
náčelníkův_/(*2)	37
vlčkův_/(*3ek)	37
Reynkův_;S_/(*3ek)	37
Camusův_;S_/(*2)	36
Kamehamehův	36
Molotovův_;S_/(*2)	36
Pythagorův_;S_/(*9ýthagorův)	36
Polívkův_;S_/(*2a)	36
Vrchotův_;S_/(*2a)	36
Langweilův_;S_/(*2)	36
Kratochvilův_;S_/(*2)	36
čarodějův_/(*2)	36
Francisův_;Y_/(*2)	36
Pivrncův_;S_/(*3ec)	36
guvernérův_/(*2)	36
Ježíškův_;Y_/(*3ek)	36
Mannův_;S_/(*2)	36
Špidlův_;S_/(*2a)	36
Nečasův_;S_/(*2)	36
Gauckův_;S_/(*2)	36
Vítkův_;Y_/(*3ek)	36
topičův_/(*2)	36
Bergerův_;S_/(*2)	36
Bartókův_;S_/(*2)	36
Kratochvílův_;S_/(*2)	36
Hopmanův_;S_/(*2)	36
Kremličkův_;S_/(*2a)	35
Schumannův_;S_/(*2)	35
Fanderlíkův_;S_/(*2)	35
Wernischův_;S_/(*2)	35
Primakovův_;S_/(*2)	35
holčin_/(*3ka)	35
Slovákův_;E_/(*2)	35
Vorlův_;S_/(*3el)	35
dramatikův_/(*2)	35
Machovcův_;S_/(*3ec)	35
Lafayettův_;S	35
čermákův_/(*2)	35
Malinův_;S_/(*2)	35
Downův_;S	35
Lokvencův_;S_/(*2)	35
Kubíkův_;S_/(*2)	35
Berijův_;S_;Y_/(*2a)	35
rezkův_/(*3ek)	35
Šamirův_;S_/(*2)	35
Schumpeterův_;S_/(*2)	35
Vojanův_;S_/(*2)	35
historikův_/(*2)	35
Břeťův_;Y_,h_/(*2a)	35
Nohavicův_;S_/(*2a)	35
Rubášův_;S_/(*2)	35
Chalupův_;S_/(*2a)	35
Zitin_;Y_/(*2a)	35
Jamborův_;S_/(*2)	35
Christopherův-1_;S_/(*4-1)	35
Kierkegaardův_;S_/(*2)	35
Práškův-1_;S_/(*5ek-1)	35
Henleinův_;S_/(*2)	34
Terezčin_;Y_/(*3ka)	34
biskupův_/(*2)	34
Alexandrův_;S_/(*2)	34
Kühnlův_;S_/(*2)	34
Cohenův_;S_/(*2)	34
Arafátův_;S_/(*2)	34
Golčův_;S_/(*2)	34
jezdcův_/(*3ec)	34
Simonův_;S_/(*2)	34
opatův_/(*2)	34
Alžbětin_;Y_/(*2a)	34
úpadcův_/(*2e)	34
Hulešův_;S_/(*2)	34
bláznův_/(^UV*3en)	34
poutníkův_/(*2)	34
Fuchsův_;S_/(*2a)	34
Netušilův_;S_/(*2)	34
Balbínův_;S_/(*2)	34
Potův_;S_/(*2)	34
Zolův_;S_/(*2a)	34
Tarantinův_;S_/(*2)	34
Gaussův_;S_/(*2)	34
vojákův_/(*2)	34
Orfeův_;S_;Y_/(*2us)	34
Nováčkův_;S_/(*3ek)	34
Platonův_;S_/(*2)	34
Spenglerův_;G_;S_/(*2)	34
Dürrenmattův_;S_/(*2)	33
Samův_;Y_/(*2)	33
Bakerův_;S_/(*2)	33
šachův-2_/(králův)	33
Šímův_;S_/(*2a)	33
senátorův_/(*2)	33
Tolkienův_;S_/(*2)	33
Švandův_;S_/(*2a)	33
Lolitin_;Y_/(*2a)	33
Hlavsův_;S_/(*2a)	33
Holáňův_;S_/(*2)	33
Hodžův_;S_/(*2a)	33
Edisonův_;S_/(*2)	33
dlužníkův_/(*2)	33
Hrubínův_;S_/(*2)	33
Hamletův_;Y_/(*2)	33
Uhlův_;S_/(*2)	33
Šporkův_;S_/(*2)	33
Dumasův_;S_/(*2)	33
Trumanův_;S_/(*2)	33
Sophiin-2_;Y_,x_/(*7fie-2)	33
Thorův_;Y_/(*2)	33
Karolinin_;Y_/(*2a)	33
Adamsův_;S_/(*2)	33
Chaunův_;S_/(*2)	33
Mendelssohnův_;Y_/(*2)	32
Milošův_;Y_/(*2)	32
Feničův_;S_/(*2)	32
Emilův_;Y_/(*2)	32
faraónův_/(*2)	32
Blahoslavův_;Y_/(*2)	32
Pascalův_;Y_/(*2)	32
Drdův_;S_/(*2a)	32
Hálkův_;S_/(*3ek)	32
Kosmův_;S_/(*2as)	32
Winthropův_;S_/(*2)	32
Voltairův_;S_/(*2e)	32
Proustův_;S_/(*2)	32
Joštův_;S_/(*2)	32
Eichmannův_;S_/(*2)	32
Chaplinův_;S_/(*2)	32
Vlkův_;S_/(*2)	32
Eliášův_;Y_/(*2)	32
Abrahamův_;Y_/(*4ám)	32
Idahův	32
Ellingtonův-1_;S_/(*4-1)	32
Marvinův_;S_/(*2)	32
Američanův_;E_/(*2)	32
Vocelův_;S_/(*2)	32
Švarcův_;S_/(*2)	31
Borisův_;Y_/(*2)	31
Kroupův_;S_/(*2a)	31
hudcův_/(*3ec)	31
Macháčkův_;S_/(*8ACHÁČEK)	31
Solibův	31
Hillův_;S_/(*2)	31
soudcův_/(člověk,_který_soudí)_(*2e)	31
Papandreův_;S_/(*2u)	31
Přikrylův_;S_/(*2)	31
Kučmův_;S_/(*2a)	31
Jendův_;Y_/(*2a)	31
Senův_;S_/(*2)	31
kritikův_/(*2)	31
Linhartův_;S_/(*2)	31
Turkův_;E_/(*3ek)	31
Rosťův_;Y_,h_/(*2a)	31
karáskův_/(*3ek)	31
Hankův_;S_/(*2)	31
Jankův_;Y_/(^H3*2)_(*3ek)	31
Bulgakovův_;S_/(*2)	31
Strossmayerův_;S_/(*2)	31
Beuysův_;S_/(*2)	31
Cervantesův_;S_/(*2)	31
Gustin_;Y_/(*2a)	31
Peckův_;S_/(*2)	31
Mobutuův_;S_/(*2)	31
Pythonův_;S_/(*2)	31
Boschův_;S_/(*2)	31
Kotrbův_;S_/(*2a)	31
Sroleův	31
Morseův_;S_/(*2)	31
Násirův_;S_/(*2)	31
Hančův_;S_/(*2)	31
Sedláčkův_;S_/(*3ek)	31
Humboldtův_;S_/(*2)	31
Lotův_;S_/(*2)	31
Myslíkův_;S_/(*2)	31
Hábův_;S_/(*2a)	31
Stoiberův_;S_/(*2)	31
chirurgův_/(*2)	31
Herbertův_;Y_/(*2)	30
Kvapilův_;S_/(*2)	30
Romeův_;Y	30
Dusíkův_;S_/(*2)	30
Pinkasův_;S_/(*2)	30
Adamcův_;S_/(*3ec)	30
Brendin_;Y_,t_/(*2a)	30
Fabiův_;S	30
Rossův_;S_/(*2)	30
Vackův_;S_/(*3ek)	30
Pietrův_;Y_,t	30
Stanfordův-1_;S_/(*4-1)	30
Galénův_;S_/(*2)	30
Laplaceův_;S	30
Malichův_;S_/(*2)	30
Urbanův_;S_/(*2)	30
Nahýbalův_;S_/(*2)	30
Huffmanův_;S_/(*2)	30
Zapatův_;S_/(*2a)	30
hereččin_/(^FM*3c)_(*3ka)	30
Heydrichův_;S_/(*2)	30
Laňkův_;S_/(*2a)	30
Dopitův_;S_/(*2a)	30
Jeseniův_;S	30
Bohlerův_;S_/(*2)	30
Caveův_;S_/(*2)	30
Kmochův_;S_/(*2)	30
Monkův_;S_/(*2)	30
Popperův_;S_/(*2)	30
Viktorův_;Y_/(*2)	30
spasitelův_/(*2)	30
Přemyslův_;Y_/(*2)	30
Ovidiův_;Y_/(*2us)	30
Pištěkův_;S_/(*2)	30
Welzlův_;S_/(*2)	30
sedlákův_/(*2)	30
Mikulášův-1_;Y_/(*4-1)	30
Campbellův_;S_/(*2)	30
Buontempův_;S	30
Páralův_;S_/(*2)	30
Edův_;Y_/(*2a)	30
Jiránkův_;S_/(*3ek)	29
vnukův_/(*2)	29
Monroeův_;S_/(*2)	29
Budovcův_;S_/(*3ec)	29
dívčin_/(*3ka)	29
Selvin_;Y_/(*2a)	29
Hellerův_;S_/(*2)	29
Venantiův	29
Boučkův_;S_/(*3ek)	29
Jitčin-1_;Y_/(*5ka-1)	29
Panochův_;S_/(*2a)	29
Murrayův_;S_/(*2)	29
komisařův_/(*2)	29
Kochův_;S_/(*2)	29
Lustigův_;S_/(*2)	29
Tatarkův-2_;S_/(*4a-2)	29
Šivův_;S_/(*2a)	29
architektův_/(*2)	29
Schrödingerův_;S_/(*2)	29
Voskovcův_;S_/(*3ec)	29
Gluckův_;S_/(*2)	29
Helbigův_;S_/(*2)	29
Herzogův_;S_/(*2)	29
Robinsonův_;S_/(*2)	29
Hanzlíkův_;S_/(*2)	29
Vulterinův_;S_/(*2)	29
Šrejbrův_;S_/(*2)	29
Kubův-3_;Y_/(*4a-3)	29
Gabrielin_;Y_/(*2a)	29
Grušův_;S_/(*2a)	29
Cesareův	29
Ippolitův_;Y	29
Dlaskův_;S_/(*2)	29
Jáchymův_;Y_/(*2)	29
Urbánkův_;S_/(*3ek)	29
apoštolův_/(*2)	29
Kocianův_;S_/(*2)	29
Moničin_;Y_/(*3ka)	29
Schormův_;S_/(*2)	29
Gamsachurdiův_;S	29
Wrightův_;S_/(*2)	29
Berkův_;S_/(*2a)	29
Augiášův_;S_/(*2)	28
Brandonův_;S_;Y_/(*2)	28
Alenin_;Y_/(*2a)	28
Saussurův_;S_/(*2a)	28
Lomalův_;S_/(*2)	28
Horváthův_;S_/(*2)	28
Vaníčkův_;S_/(*3ek)	28
Maginotův_;S_/(*2)	28
Stejskalův_;S_/(*2)	28
Youngův_;S_/(*2)	28
Vladimírův_;Y_/(*2)	28
Elvisův_;Y_/(*2)	28
Lídin_;Y_/(*2a)	28
Polákův_;E_/(*2)	28
Taxisův_;S_/(*2)	28
pilotův_/(*2)	28
Goebbelsův_;S_/(*2)	28
holubův_/(*2)	28
Myslbekův_;S_/(*2)	28
Šloufův_;S_/(*2)	28
Chalabalův_;S_/(*2a)	28
Lenčin_;Y_/(*3ka)	28
Ondřejův_;Y_/(*2)	28
tetin_/(*2a)	28
Dürerův_;S_/(*2)	28
lékárníkův_/(*2)	28
Stendhalův_;S_/(*2)	28
kamarádův_/(*2)	28
Byronův_;S_/(*2)	28
Bernardův_;Y_/(*2)	28
Soukupův_;S_/(*2)	28
Řezáčův_;S_/(*2)	28
Poundův-1_;S_/(*4-1)	28
Neprašův_;S_/(*2)	27
Kolíbalův_;S_/(*2)	27
Lauřin_;Y_/(*3ra)	27
Hofmanův_;S_/(*2)	27
Falbrův_;S_/(*2)	27
Hřebejkův_;S_/(*2)	27
šerifův_/(*2)	27
Drtinův_;S_/(*2a)	27
Vanceův_;S_/(*2)	27
Kužvartův_;S_/(*2)	27
Rowanův_;Y_/(*2)	27
Drtikolův_;S_/(*2)	27
Bedřichův_;Y_/(*2)	27
faraonův_/(*2)	27
Benův-1_;Y_/(*4-1)	27
Buninův_;S_/(*2)	27
Harrisův_;S_/(*2)	27
Kňažkův_;S	27
Andrein_;Y_/(*2a)	27
Rainerův_;S_/(*2)	27
Schliemannův_;S_/(*2)	27
Halleyův_;S_/(*2)	27
Růžkův_;S_/(*3ek)	27
Hiršův_;S_/(*2)	27
Škampův_;S_/(*2a)	27
Smithův_;S_/(*2)	27
Daňův_;S	27
Leopoldův_;Y_/(*2)	27
chlupáčův_/(*2)	27
Sennův_;S_/(*2a)	27
Koubkův_;S_/(*3ek)	27
Rokycanův_;S_/(*2a)	27
32bitův	27
Kršnův_/(*2a)	27
Gounodův_;S_/(*2)	27
Bismarckův_;S_/(*2)	27
Vodův-1_;S_/(*4a-1)	27
Palečkův-1_;S_/(*5ek-1)	27
úředničin_/(*4ík)	27
Neubauerův_;S_/(*2)	27
Čeňkův_;Y_/(*4něk)	27
Bláhův_;S_/(^UV*2)	27
Rogožinův_;S_/(*2)	27
Mantův_;Y_/(*2ius)	27
Štěpánkův_;S_/(*3ek)	27
Ronaldův_;Y_/(*2)	27
Keynesův_;S_/(*2)	27
Claesův_;S_/(*2)	27
pasákův_/(*2)	27
Célinův_;S_/(*2e)	27
Reynoldsův_;S_/(*2)	27
Francův_;S_/(*2)	27
Šimůnkův_;S_/(*3ek)	27
Bellův_;S_/(*2)	27
vdovin_/(*2a)	26
Altmanův_;S_/(*2)	26
Maroldův_;S_/(*2)	26
Cousteauův_;S	26
Rostandův_;S_/(*2)	26
Hanákův_;E_/(*2)	26
Srpův-1_;S_/(*4-1)	26
Hahnemannův_;S_/(*2)	26
Barentsův_;S_/(*2)	26
nebožtíkův_/(*2)	26
Otakarův_;Y_/(*2)	26
Šmicrův_;S_/(*2)	26
Othellův_;S_/(*2o)	26
Třískův_;S_/(*2a)	26
paličův_/(*2)	26
Saroyanův_;S_/(*2)	26
Zátopkův_;S_/(*3ek)	26
Gallasův_;S_/(*2)	26
Kneippův_;S_/(*2)	26
Markétčin_;Y_/(*3ka)	26
Faulknerův_;S_/(*2)	26
radův-2_/(člověk;_např._soudní_rada)_(*4a-2)	26
Borgesův_;S_/(*2)	26
Fulbrightův_;S_/(*2)	26
Marcelin_;Y_/(*2a)	26
Ulrychův_;S_/(*2)	26
Čankajškův_;S_/(*3ek)	26
Balzakův_;S_/(*3c)	26
Gulliverův_;S_/(*2)	26
Němečkův_;S_/(*3ek)	26
Jírův_;S_/(*2a)	26
Petschkův	26
Gallagherův_;S_/(*2)	26
Agnesin_;Y	26
Telemannův_;S_/(*2)	26
Šimonův_;Y_/(*2)	26
Gauliederův_;S_/(*2)	26
Křišťanův_;Y_/(*2)	26
režisérčin_/(*3)	26
Harrachův_;S_/(*2)	26
čížkův_/(*3ek)	26
8bitův	26
Vízkův_;S_/(*3ek)	26
hostitelův_/(*2)	26
Stoneův_;S	26
Hollarův_/(*2)	26
Babův_;S_/(*2)	26
Gauguinův_;S_/(*2)	26
Bratinkův_;S_/(*2a)	26
Foucaultův_;S_/(*2)	26
Brookův_;S_/(*2)	25
Hendersonův_;S_/(*2)	25
řezníkův_/(*2)	25
Perotův_;S_/(*2a)	25
Sýkorův-1_;S_/(*4a-1)	25
Judův_;Y_/(*2a)	25
Bauerův_;S_/(*2)	25
Balcerowiczův_;S_/(*2)	25
Leitnerův_;S_/(*2)	25
Csurkův_;S_/(*2o)	25
Grayův	25
Engelsův_;S_/(*2)	25
Olbrachtův_;S_/(*2)	25
Gutfreundův_;S_/(*2)	25
Peterův_;S_;Y_/(*2a)	25
Humbertův_;S	25
Klestilův_;S_/(*2)	25
Gustavův_;Y_/(*2)	25
Křesomyslův_;Y_/(*2)	25
Pincův_;S_/(*2)	25
Škodův-3_;S_/(*4a-3)	25
Tomáškův-1_;S_/(*5ek-1)	25
Schulzův_;S_/(*2)	25
Masúdův_;S_/(*2)	25
Mišíkův_;S_/(*2)	25
Rommelův_;S_/(*2)	25
Jákobův_;S_/(*2)	25
dalajlamův_/(*2a)	25
Raisův_;S_/(*2)	25
Tombův_;S_/(*2a)	25
Verlainův_;S_/(*2)	25
Osgoodův_;S_/(*2)	25
Brožíkův_;S_/(*2)	25
Kuiperův_;S_/(*2)	25
Ioneskův_;S_/(*3cu)	25
Danův_;Y_,h_/(*2)	25
Springsteenův_;S_/(*2)	25
Ondříčkův_;S_/(*3ek)	25
Weilův_;S_/(*2)	25
Teigův_;S_/(*2e)	25
Grigorjevův_;S_/(*2)	25
cizincův_/(*3ec)	25
Kuncův_;S_/(*2)	25
Bartoškův_;S_/(*3ek)	25
Juditin_;Y_/(*2a)	25
Skupův_;S_/(*2a)	25
Kirijenkův_;S	25
Kašpárkův_;Y_/(*3ek)	25
Lafontainův_;S	25
Marhoulův_;S_/(*2)	25
zajícův_/(*2)	25
Troškův_;S_/(*2a)	25
statkářův_/(*2)	25
drakův_/(*2)	25
kazatelův_/(*2)	25
Malthusův_;S_/(*2)	25
Dejmalův_;S_/(*2)	25
Ginsbergův_;S_/(*2)	25
Loosův_;S_/(*2)	25
Théveninův	25
Rousseauův_;S_/(*2)	24
Rykrův_;S_/(*2)	24
velvyslancův_/(*3ec)	24
Bretonův_;S_/(*2)	24
Berishův_;S_/(*2a)	24
Jeremiášův_;Y_/(*2)	24
Fryův_;S_/(*2)	24
útočníkův_/(*2)	24
Bostonův	24
Gombrowiczův_;S_/(*2)	24
Asklépiův_;Y_/(*2os)	24
Zjuganovův_;S_/(*2)	24
Styronův_;S_/(*2)	24
Eliasův_;Y_/(*2)	24
Hybešův_;S_/(*2)	24
Bejblův_;S_/(*2)	24
Coxův_;S_/(*2)	24
Hrušův_;S_/(*2)	24
16bitův	24
Křivánkův_;S_/(*3ek)	24
Jeneweinův_;S_/(*2)	24
Pěničkův_;S_/(*2a)	24
Dickensův_;S_/(*2)	24
Kasalův_;S_/(*2)	24
Pavlíčkův_;S_/(*3ek)	24
posluchačův_/(*2)	24
Standův_;Y_/(*2a)	24
Abdulkádirův_;S_/(*2)	24
Paskův_;S_/(*3ek)	24
Dušův_;S	24
Zdeňkův_;Y_/(*4něk)	24
jednotlivcův_/(*3ec)	24
majitelův_/(*2)	24
Krobotův_;S_/(*2)	24
kravařův_/(*2)	24
Vášův_;S_;Y_,e_/(*2a)	24
Petříčkův_;S_/(*3ek)	24
Donaldův_;Y_/(*2)	24
Frýdkův-1_;S_/(*5ek-1)	24
Schmidtův_;S_/(*2)	24
vrabcův_/(*3ec)	24
Hančin_;Y_/(*3a)	24
Izetbegovičův_;S_/(*2)	24
Antallův_;Y_/(*2)	24
Justův_;S_/(*2)	24
Luciův_;S_/(*2us)	24
Pavlovův_;S_/(*2)	23
Barnardův_;S_/(*2)	23
Feuersteinův_;S_/(*2)	23
Reedův_;S_/(*2)	23
Škrétův_;S_/(*2a)	23
býkův_/(*2)	23
Pelclův_;S_/(*2)	23
poručíkův_/(*2)	23
Keplerův_;S_/(*2)	23
mužíkův_/(*2)	23
Muradův_;S_/(*2)	23
Maiselův_;S_/(*2)	23
Kissingerův_;S_/(*2)	23
knězův	23
Erikův_;Y_/(*2)	23
Havelkův_;S_/(*2a)	23
Veleslavínův_;S_/(*2)	23
Charlottin_;Y_/(*2a)	23
Pavliščevův_;S_/(*2)	23
Kahnweilerův_;S_/(*2)	23
Křesadlův_;S_/(*2o)	23
Lukův_;S_/(*2a)	23
Merhautův_;S_/(*2)	23
Steinbeckův_;S_/(*2)	23
Vachkův_;S_/(*3ek)	23
Kristiánův_;Y_/(*2)	23
Tizianův_;S_/(*2)	23
Jonášův_;Y_/(*2)	23
Jaredův_;S_/(*2)	23
Bártův_;S_/(*2a)	23
jestřábův_/(*2)	23
Dismanův_;S_/(*2)	23
Ludwigův_;Y_/(*2)	23
Coppolův_;S_/(*2a)	23
Cooperův_;S_/(*2)	23
Pavlin_;Y_/(*2a)	23
přednostův_/(*2a)	23
Brucknerův_;S_/(*2)	23
nádeničin_/(*4ík)	23
Saportův	23
Evženův_;Y_/(*2)	23
Suchopárkův_;S_/(*3ek)	23
Aristofanův_;S	23
Augustinův_;S_;Y_/(*2)	23
Bondův_;S_/(*2)	23
Palivcův_;S_/(*3ec)	23
Wemmickův_;S_/(*2)	23
Kozlův_;S_/(*2)	23
Kennedyův_;S_/(*2)	23
Hutkův_;S_/(*2a)	23
Patrikův_;Y_/(*2)	22
Schwabův_;S_/(*2)	22
Čubajsův_;S_/(*2)	22
Herbenův_;S_/(*2)	22
Junkův_;S_/(*3ek)	22
Chamberlainův_;S_/(*2)	22
Lopraisův_;S_/(*2)	22
Marešův_;S_/(*2)	22
sochařčin_/(*3)	22
Tvrzův_;S_/(*2)	22
tesařův_/(*2)	22
faunův_/(*2)	22
Yaleův_;S_/(*2)	22
Papinův_;S_/(*2)	22
Cunův_;S_/(*2a)	22
Irvingův-1_;S_/(*4-1)	22
Neffův_;S_/(*2)	22
Sofiin-2_;Y_/(*4e-2)	22
Demelův_;S_/(*2)	22
Genetův_;S_/(*2)	22
Frazerův_;S_/(*2)	22
Mertův-1_;S_/(*4a-1)	22
Troyův	22
Zweigův_;S_/(*2)	22
Fillův_;S_/(*2a)	22
Roškotův_;S_/(*2a)	22
Himmlerův_;S_/(*2)	22
Prométheův_;S	22
Rothův_/(*2)	22
Hendrixův_;S_/(*2)	22
Biskupcův_;S_/(*3ec)	22
advokátův_/(*2)	22
Uhrův_;E_/(*3er)	22
Burtonův_;S_/(*2)	22
Hruškův-1_;S_/(*4a-1)	22
Lamprechtův_;S_/(*2)	22
Trabbův_;S_/(*2)	22
Bursíkův_;S_/(*2)	22
rabínův_/(*2)	22
Graafův_;G_;S_/(*2)	22
Třeštíkův_;S_/(*2)	22
Cheopsův_;S_/(*2)	22
Samsonův_;Y_/(*2)	22
Minaříkův_;S_/(*2)	22
Napálkův_;S_/(*3ek)	22
Blackův_;S_/(*2)	22
pěvcův_/(*3ec)	22
náměstkův_/(*3ek)	22
Valentův_;S_/(*2a)	22
Amorův_;Y_/(*2)	22
Kádárův_;S_/(*2)	21
Skoumalův_;S_/(*2)	21
Bayerův_;S_/(*2)	21
Solanův-1_;S_/(*4a-1)	21
Kreutzerův_;S_/(*2)	21
žáčkův_/(*3ek)	21
Fügnerův_;S_/(*2)	21
Honzlův_;S_/(*2)	21
Messnerův_;S_/(*2)	21
Kusturicův_;S_/(*2)	21
Bašírův_;S_/(*2)	21
Změlíkův_;S_/(*2)	21
Meindlův_;S_/(*2)	21
Brandtův_;S_/(*2)	21
Šimákův_;S_/(*2)	21
Horáčkův_;S_/(*3ek)	21
Florianův_;Y_/(*2)	21
Zimmermannův_;S_/(*2)	21
Letův	21
Kimův_;Y_/(*2)	21
pisatelův_/(*2)	21
doktorčin_/(*3)	21
Heslův_;S_/(*2)	21
Čechmánkův_;S_/(*3ek)	21
Klostermannův_,s_/(*2)	21
Kollerův_;S_/(*2)	21
Ecův_;S	21
Händlův_;S_/(*2)	21
Šlitrův_;S_/(*2)	21
Jaromilův_;Y_/(*2)	21
Nadin_;Y_/(*3ďa)	21
Abdičův_;S_/(*2)	21
Luciin-1_;Y	21
Krulišův_;S_/(*2)	21
pachatelův_/(*2)	21
Kredbův_;S_/(*2a)	21
Dřímalův_;S_/(*2)	21
Mikův_;S_;Y_,t_/(*2a)	21
Klausnerův_;S_/(*2)	21
Vincencův_;Y_/(*2)	21
Kirovův_;S_/(*2)	21
Šelepův_;S_/(*2a)	21
Zoubkův_;S_/(*2a)	21
Lantinův_;S_/(*2)	21
Dalimilův_;Y_/(*2)	21
Jirešův_;S_/(*2)	21
brankářův_/(*2)	21
policistův_/(*2a)	21
Olmerův_;S_/(*2)	21
Jozífkův_;Y_,h_/(*3ek)	21
Schusterův_;S_/(*2)	21
Lemieuxův_;S_/(*2)	21
Greenův_;S_/(*2)	21
Lendlův_;S_;w_/(*2)	21
Kerouakův_;S	21
Gundersenův_;S_/(*2)	21
Mašínův_;S_/(*2)	21
Césarův_;Y_/(*2)	21
Colemanův_;Y_/(*2)	21
Smoljakův_;S_/(*2)	21
Gabčíkův_;S_/(*2)	21
Warrenův_;S_/(*2)	21
Charcotův_;S_/(*2)	21
manažerův_/(*2)	21
Asadův_;S_/(*2)	21
Zappův_;S_/(*2a)	21
Vermeerův_;S_/(*2)	21
taťkův_,h_/(*2a)	21
Bookerův_;S_/(*2)	21
Paynův	21
Peircův	21
Boitův_;S_/(*2o)	21
vesva	21
Ivanin_;Y_/(*2a)	21
Maurův_;E_/(*2)	20
Pubencův_;S_/(*3ec)	20
bělohlávkův_/(*3ek)	20
Wilderův_;S_/(*2)	20
Xenčin_;Y_,t_/(*3ka)	20
Barákův_;S_/(*2)	20
Putnův-1_;S_/(*4a-1)	20
stvořitelův_/(*2)	20
Whitmanův_;S_/(*2)	20
Hrdinův_;S_/(*2a)	20
Parsonsův_;S_/(*2)	20
Miluničův_;S_/(*2)	20
Grassův_;S_/(*2)	20
Šaltielův_;S_/(*2)	20
Vejvodův_;S_/(*2a)	20
Rayův_;S_/(*2)	20
tvůrcův_/(*2e)	20
Bohrův_;S_/(*2)	20
Lehárův_;S_/(*2)	20
Sinatrův_;S_/(*2a)	20
Chaloupkův-1_;S_/(*4a-1)	20
Černákův_;S_/(*2)	20
Cornellův_;S_/(*2)	20
Juanův_;Y_/(*2)	20
Bertin_;Y_/(*2a)	20
Matějkův_;S_/(*2a)	20
Francouzův_;E_/(*2)	20
Andrův_;S_/(*2)	20
Sharpův_;S_/(*2)	20
Lermontovův_;S_/(*2)	20
Kájův_;Y_/(*2a)	20
Gaňův_;S	20
Placákův_;S_/(*2)	20
Aristidův_;Y_/(*2)	20
Gračovův_;S_/(*2)	20
Oldřichův_;Y_/(*2)	20
Mickův_;Y_/(*2)	20
Bertelsmannův_;S_/(*2)	20
Izaiášův_;S_/(*2)	20
Campionův	20
Karpovův_;S_/(*2)	20
heroldův_/(*2)	20
papouškův_/(*3ek)	20
Leggettův_;S_/(*2)	20
Bergův_;S_/(*2)	20
Šípkův_;S_/(*3ek)	20
Draškovičův_;S_/(*2)	20
rybářův_/(*2)	20
Honzíkův_;Y_/(*2)	20
Haasův_;S_/(*2)	20
myslivcův_/(*3ec)	20
Šiktancův_;S_/(*2)	20
občanův_/(*2)	20
Tomanův_;S_/(*2)	20
Lorenzův_;S_/(*2)	20
Hodgkinův_;S_/(*2)	20
Gordonův_;Y_/(*2)	20
vladařův_/(*2)	20
Kosmákův_;S_/(*2)	20
psychologův_/(*2)	20
Horníčkův_;S_/(*3ek)	20
Grygarův_;S_/(*2)	20
Hoffmanův_;S_/(*2)	20
Hanin_;Y_/(*2a)	20
Krejčíkův_;S_/(*2)	20
Benjaminův_;Y_/(*2)	20
Veverkův_;S_/(*2a)	20
Renoirův_;S_/(*2)	20
Oidipův_;S_/(*2us)	20
Delorsův_;S_/(*2)	20
Krokův_;S_/(*2)	20
Huberův_;S_/(*2)	20
Pštrossův_;S_/(*2)	20
Kněžínkův_;S_/(*3ek)	20
Šulíkův_;S_/(*2)	19
Hanušův_;Y_/(*2)	19
Brodův-1_;S_/(*4-1)	19
Burroughsův_;S_/(*2)	19
Timův_;Y_/(*2)	19
Vondrův_;S_/(*2a)	19
Rollandův_;S_/(*2)	19
Lorencův_;S_/(*2)	19
Thákurův_;S_/(*2)	19
orlův	19
Georgeův_;Y_,t	19
Otčenáškův_;S_/(*3ek)	19
Metternichův_;S_/(*2)	19
Dionýsův_;Y_/(*2os)	19
Andrewův_;Y_/(*2)	19
Jamesův-1_;S_/(*4-1)	19
Basajevův_;S_/(*2)	19
Hašimotův_;S	19
Erbakanův_;S_/(*2)	19
Vianův_;S_/(*2)	19
Waltonův_;S_/(*2)	19
Galileův_;Y_/(*2o)	19
klaunův_/(*2)	19
Conradův-2_;S_/(*4-2)	19
McEnroeův_;S_/(*2)	19
Štrougalův_;S_/(*2)	19
Šmajsův_;S_/(*2a)	19
Máčalův_;S_/(*2a)	19
Trčkův_;S_/(*2a)	19
Bočanův_;S_/(*2)	19
Tomíčkův_;S_/(*3ek)	19
druhův-2_/(partner)_(*4-2)	19
Trtíkův_;S_/(*2)	19
státníkův_/(*2)	19
Lackův_;S	19
Jeremenkův_;S_/(*2o)	19
Hapalův_;S_/(*2)	19
Vikův_;S_/(*2)	19
Pirandellův_;S_/(*2)	19
Dostálkův_;S_/(*3ek)	19
Zachův_;S_/(*2)	19
Jůzlův_;S_/(*2)	19
Magellanův-1_;S_/(*4-1)	19
Stichův_;S_/(*2)	19
Herkulův_;S_;Y_/(*2es)	19
Scharpingův_;S_/(*2)	19
Patrickův_;Y_/(*2)	19
Danielin_;Y_/(*2a)	19
Victoriin-1_;Y_/(*9ktoria-1)	19
Kateřinin_;Y_/(*2a)	19
Cavendishův_;S_/(*2)	19
milionářův_/(*2)	19
Kubrickův_;S_/(*2)	19
Miloušův_;Y_/(*2)	19
Schweitzerův_;S_/(*2)	19
slavíčkův_/(*3ek)	19
Scruggsův_;S_/(*2)	19
